1000	0.004204	0.000126827	0.000126827\\  0.00549783
1250	0.032786	0.000349026	0.000349026\\  0.0240007
1500	0.0651539	0.000483715	0.000483715\\  0.0438158
1750	0.0933039	0.000570071	0.000570071\\  0.0622989
2000	0.118899	0.00063438	0.00063438\\  0.0794282
2250	0.142264	0.000684654	0.000684654\\  0.0952752
2500	0.161343	0.000720965	0.000720965\\  0.109617
2750	0.181108	0.000754795	0.000754795\\  0.123058
3000	0.200492	0.000784705	0.000784705\\  0.135774
3250	0.217564	0.000808657	0.000808657\\  0.147775
3500	0.232889	0.000828419	0.000828419\\  0.159008
3750	0.248014	0.000846427	0.000846427\\  0.169683
4000	0.261253	0.000861043	0.000861043\\  0.179702

1000	0.004286	0.000128052	0.000128052\\  0.00560601
1250	0.032303	0.000346532	0.000346532\\  0.0237898
1500	0.0648699	0.000482733	0.000482733\\  0.0435752
1750	0.0934249	0.000570402	0.000570402\\  0.0622168
2000	0.119122	0.000634894	0.000634894\\  0.0794365
2250	0.14119	0.000682492	0.000682492\\  0.0951062
2500	0.162366	0.000722806	0.000722806\\  0.109627
2750	0.181458	0.000755362	0.000755362\\  0.123078
3000	0.200817	0.000785181	0.000785181\\  0.135862
3250	0.216502	0.000807229	0.000807229\\  0.147722
3500	0.232376	0.000827783	0.000827783\\  0.158915
3750	0.247586	0.000845937	0.000845937\\  0.169552
4000	0.261852	0.00086168	0.00086168\\  0.179628

1000	0.004496	0.000131137	0.000131137\\  0.00586737
1250	0.033012	0.000350186	0.000350186\\  0.0243411
1500	0.0649989	0.000483179	0.000483179\\  0.0439773
1750	0.0935819	0.000570832	0.000570832\\  0.0625282
2000	0.119118	0.000634885	0.000634885\\  0.079655
2250	0.141211	0.000682534	0.000682534\\  0.0952839
2500	0.162215	0.000722535	0.000722535\\  0.109774
2750	0.181236	0.000755002	0.000755002\\  0.123194
3000	0.19965	0.000783468	0.000783468\\  0.13583
3250	0.216115	0.000806706	0.000806706\\  0.147633
3500	0.233047	0.000828615	0.000828615\\  0.158882
3750	0.248213	0.000846654	0.000846654\\  0.169541
4000	0.261069	0.000860847	0.000860847\\  0.179579

1000	0.004357	0.000129104	0.000129104\\  0.0057246
1250	0.032742	0.000348799	0.000348799\\  0.0241185
1500	0.0653269	0.000484312	0.000484312\\  0.0439494
1750	0.0938779	0.000571641	0.000571641\\  0.0626364
2000	0.118669	0.000633849	0.000633849\\  0.0796575
2250	0.141075	0.00068226	0.00068226\\  0.095203
2500	0.162766	0.000723523	0.000723523\\  0.10978
2750	0.18118	0.000754912	0.000754912\\  0.123205
3000	0.201317	0.000785912	0.000785912\\  0.136027
3250	0.21756	0.000808652	0.000808652\\  0.147973
3500	0.23346	0.000829125	0.000829125\\  0.159235
3750	0.247625	0.000845982	0.000845982\\  0.169858
4000	0.262391	0.000862252	0.000862252\\  0.179939

BBP RESULTS
1000	0.0056739525	0.00025261691485804625	0.00025261691485804625\\
1250	0.024062525	0.00036625621233199316	0.00036625621233199316\\
1500	0.043829425	0.00029207652283732395	0.00029207652283732395\\
1750	0.062420075000000005	0.00031085461999493235	0.00031085461999493235\\
2000	0.0795443	0.0002057724516196733	0.0002057724516196733\\
2250	0.095217075	0.00013100791726920256	0.00013100791726920256\\
2500	0.10969949999999999	0.00014259881029237358	0.00014259881029237358\\
2750	0.12313375000000001	0.00012171470351876297	0.00012171470351876297\\
3000	0.13587325	0.0001730627400020458	0.0001730627400020458\\
3250	0.14777575	0.00022907488948795677	0.00022907488948795677\\
3500	0.15901	0.000253329522491252	0.000253329522491252\\
3750	0.1696585	0.00023520876260852178	0.00023520876260852178\\
4000	0.179712	0.00025388861725420973	0.00025388861725420973\\
